budget,year,revenue,vote_average,title,runtime
40000000,2011,51070807,6.3,The Mechanic,93
42000000,2011,89162162,5.6,Red Riding Hood,100
41000000,2011,7448385,5.6,The Big Year,100
40000000,2011,85412898,7,The Lincoln Lawyer,119
30000000,2011,130786397,6.5,Unknown,113
40000000,2011,97552050,6.5,Paul,104
40000000,2011,97138686,6.1,Scream 4,111
47000000,2011,157887643,5.9,Final Destination 5,92
40000000,2011,55247881,6.9,Extremely Loud & Incredibly Close,129
40000000,2011,60965854,6.5,Colombiana,108
25000000,2011,0,6.5,A Monster in Paris,90
38000000,2011,114156230,6.7,Water for Elephants,120
37000000,2011,95404397,6.7,Dolphin Tale,113
37000000,2011,96047633,5.8,The Rite,114
0,2011,0,5.9,There Be Dragons,112
35000000,2011,117000000,6.5,Horrible Bosses,98
35000000,2011,150483765,6.5,Friends with Benefits,109
40000000,2011,173930596,6.7,In Time,109
35000000,2011,59901913,5.9,Something Borrowed,112
35000000,2011,84606030,6,J. Edgar,137
35000000,2011,82087155,5.6,Abduction,106
32000000,2011,54674226,6.5,The Tree of Life,139
30000000,2011,64626786,4.8,The Darkest Hour,89
32500000,2011,288383523,6.5,Bridesmaids,125
32000000,2011,83615414,5.3,"Big Mommas: Like Father, Like Son",107
32000000,2011,147332697,7.1,Source Code,93
30000000,2011,151119219,7.4,Midnight in Paris,94
30000000,2011,63782078,6.5,Hanna,111
30000000,2011,36160375,5.7,Larry Crowne,98
30000000,2011,14460000,6.8,Winnie the Pooh,63
30000000,2011,108609310,5.8,Sanctum,108
17000000,2011,24922237,6,Fright Night,106
30000000,2011,13521829,4.8,Hoodwinked Too! Hood VS. Evil,86
30000000,2011,108348,5,1911,125
30000000,2011,2527904,6.4,Machine Gun Preacher,129
28000000,2011,40547440,5.6,30 Minutes or Less,83
30000000,2011,15395087,6.3,Anonymous,130
27000000,2011,85564310,4.4,Spy Kids: All the Time in the World,89
56000000,2011,142044638,5.7,New Year's Eve,118
25000000,2011,124272124,7.8,The Help,146
25000000,2011,147780440,6.1,No Strings Attached,107
25000000,2011,34942188,5.4,The Sitter,81
28000000,2011,10126458,4.9,Shark Night,91
25000000,2011,23057115,7.7,Warrior,140
25000000,2011,10324441,5.5,Straw Dogs,110
25000000,2011,27603069,7,Carnage,80
25000000,2011,0,6.2,Ironclad,121
24000000,2011,30551495,5,I Don't Know How She Does It,89
12500000,2011,75993061,6.5,The Ides of March,101
23000000,2011,33372606,5.6,Haywire,93
30000000,2011,0,6.6,Tinker Tailor Soldier Spy,127
21000000,2011,970816,6.3,The Beaver,91
20000000,2011,177243185,6.7,The Descendants,115
19000000,2011,35387212,6,A Very Harold & Kumar Christmas,108
20000000,2011,17425000,6,Monte Carlo,109
20000000,2011,30426096,6.2,What's Your Number?,106
15000000,2011,27462041,6.2,A Dangerous Method,99
20000000,2011,4634062,4.5,Dylan Dog: Dead of Night,107
20000000,2011,216197492,5.4,Bad Teacher,92
19100000,2011,5728213,6.5,The Devil's Double,109
19000000,2011,6928068,6.2,Take Me Home Tonight,97
21000000,2011,72417394,6.3,Diary of a Wimpy Kid: Rodrick Rules,99
18000000,2011,47088990,6.9,Soul Surfer,106
17000000,2011,43165571,6,Beastly,86
15000000,2011,133432856,7.3,The Artist,100
16000000,2011,40492759,5.3,The Roommate,91
15000000,2011,78054825,7.4,Drive,100
15000000,2011,59389433,7,One Day,107
15000000,2011,0,5.2,Winnie Mandela,107
15000000,2011,0,4.8,The Son of No One,90
13000000,2011,114956699,6.2,The Iron Lady,105
14000000,2011,46495,6.1,Margaret,149
13000000,2011,98441954,4.8,Justin Bieber: Never Say Never,105
14350531,2011,3964682,6.3,Attack the Block,88
10000000,2011,303877,5.8,In the Land of Blood and Honey,127
12000000,2011,22939027,5.6,Young Adult,94
19000000,2011,2570000,3,Legend of a Rabbit,89
20000000,2011,17479,5.8,5 Days of War,113
10000000,2011,136836156,6.9,The Best Exotic Marigold Hotel,124
6400000,2011,35057696,6.6,My Week with Marilyn,99
0,2011,6861102,5.9,Cedar Rapids,87
10000000,2011,4417580,6.1,"Jeff, Who Lives at Home",83
10000000,2011,0,4.4,Bucky Larson: Born to Be a Star,97
10000000,2011,1759252,7,A Better Life,98
10000000,2011,3665069,6.5,Killer Joe,102
7700000,2011,1072602,5.9,Coriolanus,123
10000000,2011,0,4.3,Beat the World,91
7400000,2011,21817298,7,Melancholia,136
0,2011,0,7.1,Red Dog,92
10000000,2011,0,5.7,Detention,93
9000000,2011,18663238,6.8,Glee: The Concert Movie,84
0,2011,20374201,7.9,Polisse,127
8000000,2011,39187783,7,50/50,100
8000000,2011,10130000,5.7,Prom,104
8000000,2011,5634828,6.2,Albert Nobbs,113
6600000,2011,37710610,6,Jumping the Broom,112
7000000,2011,6038942,7.4,We Need to Talk About Kevin,112
7000000,2011,0,5,Twixt,84
6500000,2011,17693675,7,Shame,100
6000000,2011,19560274,6.8,The Guard,96
6000000,2011,399611,4.7,The 5th Quarter,97
134005,2011,1332231,5.3,Snow Flower and the Secret Fan,104
6000000,2011,0,5.2,The Hit List,90
3850000,2011,0,6.8,Le Havre,93
8000000,2011,0,5.6,Salvation Boulevard,96
0,2011,15699707,7.1,Headhunters,100
0,2011,0,5.4,Dum Maaro Dum,130
5000000,2011,205703818,5.9,Paranormal Activity 3,83
10000000,2011,17273593,5.9,Our Idiot Brother,90
5000000,2011,25562924,5,Apollo 18,86
5000000,2011,0,7,Sleep Tight,107
0,2011,0,5,We Have Your Husband,89
4798235,2011,209696,6.3,The Awakening,107
5000000,2011,3099314,7.1,Take Shelter,120
4,2011,0,4.6,Without Men,83
0,2011,0,6.1,Saving Private Perez,105
0,2011,623528,6.6,Blackthorn,98
4000000,2011,1104682,5.9,Red State,88
4000000,2011,0,8,Samsara,102
0,2011,1406224,6.5,The Art of Getting By,83
4000000,2011,355688,6.2,Another Happy Day,119
4000000,2011,25345000,6.2,A Lonely Place to Die,99
3500000,2011,19504039,6.7,Margin Call,107
0,2011,0,6.2,August,100
3000000,2011,748453,5.7,Hobo with a Shotgun,86
3000000,2011,22000,5.7,The Divide,112
3000000,2011,0,5.8,Never Back Down 2: The Beatdown,90
2902660,2011,0,6.1,Griff the Invisible,93
2450000,2011,0,4.6,Go for It!,105
0,2011,0,4.7,Redemption Road,91
2000000,2011,13101672,5.2,Silent House,85
1000000,2011,34522221,6.8,Courageous,129
1000000,2011,0,6.1,Grave Encounters,92
0,2011,0,3.9,The Legend of Hell's Gate: An American Conspiracy,108
0,2011,864659,7.4,Submarine,97
2000000,2011,841733,5.3,Higher Ground,109
0,2011,621951,6.4,The Greatest Movie Ever Sold,87
0,2011,330048,4.5,Mooz-lum,95
15000000,2011,0,5.8,The Lion of Judah,87
900000,2011,25000,6.8,"Pink Ribbons, Inc.",97
1344000,2011,0,4.1,Desire,103
0,2011,0,4.4,Below Zero,0
1100000,2011,4105187,7.3,The Raid,101
0,2011,5355847,6.8,October Baby,107
0,2011,3538446,6.7,Martha Marcy May Marlene,101
1000000,2011,0,5.7,My Last Day Without You,90
930000,2011,30905,5.3,L!fe Happens,100
0,2011,0,7.4,Circumstance,107
0,2011,0,0,Elza,78
800000,2011,0,7.7,A Separation,123
0,2011,0,7.7,Kevin Hart: Laugh at My Pain,89
500000,2011,171760,6,Kill List,95
750000,2011,78396,5.4,The Innkeepers,102
56000,2011,0,0,The Harvest (La Cosecha),80
0,2011,0,6.5,Enter Nowhere,90
300000,2011,0,5.7,Some Guy Who Kills People,97
250000,2011,3542353,6.4,Like Crazy,90
200000,2011,2295733,6.5,The Grace Card,101
8000,2011,469947,7.4,Weekend,96
100000,2011,1776935,6.8,Another Earth,92
0,2011,0,6.3,Sound of My Voice,85
125000,2011,3200000,6.5,Your Sister's Sister,90
0,2011,0,4.5,The FP,82
70000,2011,0,5.8,Absentia,92
0,2011,0,3.2,Raymond Did It,83
0,2011,0,4.2,All Superheroes Must Die,78
9000,2011,0,5.9,Newlyweds,85
250000000,2012,1084939099,7.6,The Dark Knight Rises,165
260000000,2012,284139100,6.1,John Carter,132
220000000,2012,1519557910,7.4,The Avengers,143
225000000,2012,624026776,6.2,Men in Black 3,106
215000000,2012,752215857,6.5,The Amazing Spider-Man,136
209000000,2012,303025485,5.5,Battleship,131
200000000,2012,1108561013,6.9,Skyfall,143
185000000,2012,538983207,6.7,Brave,93
170000000,2012,396600000,5.8,Snow White and the Huntsman,127
165000000,2012,471222889,7.1,Wreck-It Ralph,108
250000000,2012,1021103568,7,The Hobbit: An Unexpected Journey,169
150000000,2012,301000000,5.5,Wrath of the Titans,99
150000000,2012,245527149,5.7,Dark Shadows,113
145000000,2012,746921274,6.4,Madagascar 3: Europe's Most Wanted,93
145000000,2012,306941670,7.1,Rise of the Guardians,97
120000000,2012,829000000,6.1,The Twilight Saga: Breaking Dawn - Part 2,115
130000000,2012,276572938,6,The Bourne Legacy,120
120000000,2012,609016565,7.2,Life of Pi,127
130000000,2012,403170142,6.3,Prometheus,124
100000000,2012,425368238,7.8,Django Unchained,165
100000000,2012,312573423,6.1,The Expendables 2,103
102000000,2012,130482868,6.6,Cloud Atlas,172
0,2012,104907746,5.6,The Campaign,85
95000000,2012,877244782,6.2,Ice Age: Continental Drift,88
85000000,2012,358375603,6.8,Hotel Transylvania,91
85000000,2012,208076205,6.3,Safe House,115
85000000,2012,183018522,5.5,Mirror Mirror,106
50000000,2012,41037742,6.6,Dredd,95
75000000,2012,691210692,6.9,The Hunger Games,142
79000000,2012,355692760,5.8,Journey 2: The Mysterious Island,94
70000000,2012,160112671,6.1,Underworld: Awakening,88
75000000,2012,59418613,6,Rock of Ages,123
69000000,2012,112265139,5.5,Abraham Lincoln: Vampire Hunter,94
65000000,2012,275293450,6.7,Lincoln,149
61000000,2012,441809770,7.1,Les MisÇ¸rables,157
65000000,2012,179379533,5.9,The Dictator,83
65000000,2012,156974557,5.9,This Means War,103
65000000,2012,240159255,5.6,Resident Evil: Retribution,95
60000000,2012,218340595,6.3,Jack Reacher,130
60000000,2012,107139399,6.7,ParaNorman,90
0,2012,0,6.6,Trouble with the Curve,111
58000000,2012,50365377,5.9,Red Tails,125
70000000,2012,58058367,5.5,That's My Boy,116
68000000,2012,68267862,5.3,The Watch,98
60000000,2012,118338361,6.4,The Pirates! In an Adventure with Scientists!,88
40000000,2012,132820716,6.7,Zero Dark Thirty,157
50000000,2012,549368315,6.3,Ted,106
50000000,2012,234989584,6.1,American Reunion,113
0,2012,68929150,6.5,Anna Karenina,130
45000000,2012,376141306,6.1,Taken 2,91
45000000,2012,82966152,6.2,Savages,131
65000000,2012,73706,2.3,Foodfight!,87
44500000,2012,232324128,7.1,Argo,120
42000000,2012,201585328,6.7,21 Jump Street,109
0,2012,73100172,6,Here Comes the Boom,105
40000000,2012,36893721,5.3,One for the Money,91
42000000,2012,46221189,6.2,Man on a Ledge,102
0,2012,51854875,6.5,The Odd Life of Timothy Green,105
40000000,2012,41863726,5.4,The Guilt Trip,95
42000000,2012,180274123,7,The Impossible,113
40000000,2012,24719215,6.6,Big Miracle,107
40000000,2012,22044277,6,A Thousand Words,91
39000000,2012,35287788,6.6,Frankenweenie,87
32000000,2012,28258060,7,The Master,137
40000000,2012,79700000,5.8,What to Expect When You're Expecting,110
35000000,2012,88058786,5.6,This Is 40,134
45000000,2012,30353232,5.1,Alex Cross,101
35000000,2012,31083599,6.2,Premium Rush,91
30000000,2012,0,5.3,Bait,93
35000000,2012,2106557,5.1,Stolen,96
35000000,2012,0,5.4,Playing for Keeps,106
33000000,2012,140470746,6.7,Step Up Revolution,99
30000000,2012,40346186,6.3,Safe,94
35000000,2012,24159934,5.3,Wanderlust,98
31000000,2012,161772375,6.5,Flight,138
30000000,2012,196114570,7,The Vow,104
30000000,2012,47042000,6.6,Looper,118
30000000,2012,114281051,5.8,Hope Springs,100
30000000,2012,54819301,4.9,The Three Stooges,92
30000000,2012,66486080,6.5,The Cabin in the Woods,95
30000000,2012,53909751,5.7,The Five-Year Engagement,124
0,2012,0,6.7,Joyful Noise,117
26000000,2012,29657751,6.1,The Raven,111
25000000,2012,119772232,5.7,Parental Guidance,104
25000000,2012,99357138,6.8,The Lucky One,101
25000000,2012,77278331,6.4,The Grey,117
25000000,2012,63100000,6.1,Contraband,109
0,2012,0,5.6,Fly Me to the Moon,104
14000000,2012,85446075,5.8,The Possession,92
0,2012,34153101,6.1,Cirque du Soleil: Worlds Away,91
25000000,2012,8784318,5.5,On the Road,137
22000000,2012,77112176,6,Diary of a Wimpy Kid: Dog Days,94
2000000,2012,14400000,5.5,Hit & Run,100
17000000,2012,73244881,5.6,To Rome with Love,111
21000000,2012,205738714,6.9,Silver Linings Playbook,122
0,2012,0,5.9,Madea's Witness Protection,114
20000000,2012,52302796,5,Silent Hill: Revelation 3D,94
20000000,2012,32204030,5.8,Lockout,95
0,2012,0,7,Chasing Mavericks,117
20000000,2012,16863583,4.8,The Cold Light of Day,93
0,2012,0,2.2,The Oogieloves in the Big Balloon Adventure,88
20000000,2012,0,5.3,Zambezia,83
0,2012,5310554,5.8,Won't Back Down,121
14000000,2012,13551174,6,Red Lights,119
17000000,2012,115350426,7.3,Pitch Perfect,112
17000000,2012,9627492,4.5,The Apparition,82
16000000,2012,68263166,7.6,Moonrise Kingdom,94
16000000,2012,0,4.8,Vamps,93
17000000,2012,127730736,6.1,The Woman in Black,95
7000000,2012,48126384,7.2,End of Watch,109
15000000,2012,37930465,5.8,Killing Them Softly,97
15000000,2012,15608545,5.2,The Man with the Iron Fists,96
15000000,2012,8138788,6,Promised Land,106
0,2012,0,6.2,Good Deeds,111
14000000,2012,11417362,5.5,Fun Size,87
15000000,2012,19422261,6.7,Seven Psychopaths,110
13000000,2012,33400000,7.7,The Perks of Being a Wallflower,102
12516654,2012,8109160,7.6,Ernest & Celestine,78
12000000,2012,96070507,6.9,Think Like a Man,122
12000000,2012,81272766,6.3,Act of Valor,110
15000000,2012,145000000,6.6,Chronicle,84
12000000,2012,100000000,6.5,Project X,88
12000000,2012,32726956,6.5,Katy Perry: Part of Me,93
12000000,2012,35485056,6.1,Arbitrage,100
0,2012,0,5.3,Darling Companion,103
11000000,2012,59520298,6.3,Quartet,98
11000000,2012,0,5.9,LOL,97
12000000,2012,9622846,6.4,For Greater Glory - The True Story of Cristiada,145
14000000,2012,24637469,5.8,Sparkle,116
10000000,2012,9636289,6.3,Seeking a Friend for the End of the World,101
0,2012,6842058,5.9,The Collection,94
0,2012,0,5.4,Atlas Shrugged Part II,112
20000000,2012,1969193,6.4,The Iceman,105
8900000,2012,19839492,7.5,Amour,127
0,2012,0,7.3,Jab Tak Hai Jaan,176
0,2012,0,4.9,Restless,180
7500000,2012,0,5.8,Outside Bet,101
12500000,2012,0,6.4,Black November,95
7000000,2012,167221571,6.1,Magic Mike,110
7000000,2012,12400000,5.1,The Snow Queen,76
6900000,2012,44287131,5.6,House at the End of the Street,101
5000000,2012,9206470,6.5,Bernie,100
6000000,2012,13231461,6.4,The Words,96
0,2012,0,5.5,Casa De Mi Padre,84
12000000,2012,66351,5.6,Deadfall,95
0,2012,0,4.9,Freaky Deaky,90
0,2012,0,5.5,Trade Of Innocents,91
0,2012,126,4.7,Khiladi 786,139
0,2012,0,6,Grabbers,94
5000000,2012,142817992,5.2,Paranormal Activity 4,95
0,2012,0,0,Should've Been Romeo,0
3730500,2012,6294161,5.7,The Sweeney,112
0,2012,641100,6.9,Holy Motors,115
0,2012,0,5.2,Inescapable,93
4000000,2012,0,4.1,The Helpers,78
4000000,2012,0,5.2,How to Fall in Love,0
3800000,2012,16800000,7.9,The Hunt,115
2400000,2012,0,5.7,Antiviral,110
3000000,2012,77712439,6.7,Sinister,110
0,2012,0,5.6,Damsels in Distress,99
3000000,2012,11947954,5.3,Bachelorette,87
0,2012,0,5.2,Tim and Eric's Billion Dollar Movie,94
2500000,2012,33400000,4.6,2016: Obama's America,87
2500000,2012,3325038,6.8,Robot & Frank,85
2500000,2012,0,3.1,U.F.O.,101
100000,2012,95000,5.5,Stitches,86
0,2012,0,3.5,Supercapitalist,103
2000000,2012,0,5.7,Small Apartments,96
1800000,2012,21107746,6.8,Beasts of the Southern Wild,93
1800000,2012,0,5,Dysfunctional Friends,101
0,2012,0,6.5,The Gatekeepers,101
1500000,2012,1165882,5.1,The Lords of Salem,101
0,2012,1632,6.1,Eddie: The Sleepwalking Cannibal,79
1250000,2012,0,5.8,Blue Like Jazz,106
1200000,2012,0,4.8,Crowsnest,84
0,2012,18112929,4.9,Chernobyl Diaries,88
1000000,2012,101758490,4.6,The Devil Inside,83
1000000,2012,9138338,6.6,The Sessions,98
1000000,2012,444575,7.5,The Act of Killing,115
1000000,2012,0,4.7,Hardflip,114
1000000,2012,0,4.8,Snow White: A Deadly Summer,85
0,2012,0,4.9,Black Rock,83
0,2012,0,5.7,Truth or Dare,95
0,2012,0,5.8,The Brass Teapot,100
850000,2012,1243961,5.8,"For a Good Time, Call...",85
0,2012,3094813,6.4,Celeste & Jesse Forever,91
0,2012,0,5.9,Vessel,14
750000,2012,4007792,6.8,Safety Not Guaranteed,85
0,2012,0,5.6,After,90
0,2012,0,5.8,High Road,87
500000,2012,845188,7,Sholem Aleichem: Laughing In The Darkness,93
500000,2012,0,7.1,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,88
0,2012,0,6.9,The Other Dream Team,89
500000,2012,0,4.5,Detention of the Dead,87
0,2012,0,7.3,Now Is Good,103
500000,2012,0,3.5,Girls Gone Dead,104
500,2012,0,0,El Rey de Najayo,101
6000000,2012,31081,6,Maniac,89
0,2012,319285,6.3,Compliance,90
0,2012,0,4.2,The Frozen,0
225000,2012,111300,6.9,Burn,86
0,2012,0,6.6,Middle of Nowhere,101
0,2012,0,5.8,When the Lights Went Out,86
0,2012,0,7.4,Indie Game: The Movie,96
0,2012,0,6.7,Supporting Characters,87
60000,2012,0,5.1,Hayride,93
0,2012,0,0,Sanctuary: Quite a Conundrum,82
0,2012,0,5.7,Shanghai Calling,98
255000000,2013,89289910,5.9,The Lone Ranger,149
225000000,2013,662845518,6.5,Man of Steel,143
250000000,2013,958400000,7.6,The Hobbit: The Desolation of Smaug,161
200000000,2013,1215439994,6.8,Iron Man 3,130
200000000,2013,743559607,7,Monsters University,104
200000000,2013,491868548,5.7,Oz: The Great and Powerful,130
200000000,2013,531865000,6.7,World War Z,116
190000000,2013,467365246,7.4,Star Trek Into Darkness,132
195000000,2013,197687603,5.5,Jack the Giant Slayer,114
105000000,2013,351040419,7.3,The Great Gatsby,143
180000000,2013,407602906,6.7,Pacific Rim,131
175000000,2013,150962475,5.9,47 Ronin,119
150000000,2013,1274219009,7.3,Frozen,102
170000000,2013,644571402,6.8,Thor: The Dark World,112
150000000,2013,205366737,6.4,White House Down,131
130000000,2013,371876278,5.4,G.I. Joe: Retaliation,110
135000000,2013,282570682,6.1,Turbo,96
130000000,2013,847423452,7.4,The Hunger Games: Catching Fire,146
130000000,2013,243843127,5,After Earth,100
130000000,2013,61648500,5.4,R.I.P.D.,96
115000000,2013,286140700,6.4,Elysium,109
120000000,2013,286168572,6.4,Oblivion,124
120000000,2013,415440673,6.3,The Wolverine,126
135000000,2013,585178928,6.8,The Croods,98
105000000,2013,716392705,7.3,Gravity,91
105000000,2013,347434178,5.5,The Smurfs 2,105
110000000,2013,125537191,6.6,Ender's Game,114
100000000,2013,268426634,6.4,Epic,102
100000000,2013,392000694,7.9,The Wolf of Wall Street,180
92000000,2013,304654182,5.2,A Good Day to Die Hard,98
90000000,2013,188133322,7,The Secret Life of Walter Mitty,114
90000000,2013,174578751,5.9,Percy Jackson: Sea of Monsters,106
84000000,2013,0,6.4,RED 2,116
80000000,2013,246984278,5.8,Grown Ups 2,100
80000000,2013,126546518,5.2,Walking With Dinosaurs,87
78000000,2013,248384621,6.4,Cloudy with a Chance of Meatballs 2,95
76000000,2013,970761885,7,Despicable Me 2,98
75000000,2013,117698894,7.3,Now You See Me,115
70000000,2013,161025640,6.2,Olympus Has Fallen,120
70000000,2013,18662027,5.9,Legends of Oz: Dorothy's Return,88
50000000,2013,122915111,6.7,Escape Plan,115
61000000,2013,131940411,6.6,2 Guns,109
60000000,2013,105200903,6.2,Gangster Squad,113
60000000,2013,90565421,6.2,The Mortal Instruments: City of Bones,130
58000000,2013,44000000,6.1,The Internship,119
55000000,2013,95000000,7.6,Captain Phillips,134
55000000,2013,110000000,5.7,Free Birds,91
55000000,2013,9489829,5.2,Bullet to the Head,92
50000000,2013,173649015,6,Anchorman 2: The Legend Continues,119
50000000,2013,224803475,5.7,Hansel & Gretel: Witch Hunters,88
44000000,2013,63327201,6,The Host,125
60000000,2013,60052138,5.6,Beautiful Creatures,124
46000000,2013,122126687,7.9,Prisoners,153
43000000,2013,158674180,6.5,The Heat,117
40000000,2013,251171807,6.8,American Hustle,138
40000000,2013,149295601,7.4,Lone Survivor,121
40000000,2013,95020213,6.8,42,128
40000000,2013,74597643,5.7,Escape from Planet Earth,89
39200000,2013,86758912,6.7,Snowpiercer,126
40000000,2013,44907260,6,Grudge Match,113
3860000,2013,64076736,6.3,The Grandmaster,130
38000000,2013,98337295,6.2,Riddick,119
38000000,2013,90247624,7.7,Rush,123
37000000,2013,269994119,6.8,We're the Millers,110
35000000,2013,173965010,5.6,Identity Thief,111
35000000,2013,112544580,7.3,Saving Mr. Banks,125
56000000,2013,19701164,5.7,Broken City,109
35000000,2013,46216641,5.7,Parker,118
35000000,2013,27330000,6.5,Mandela: Long Walk to Freedom,141
34000000,2013,0,6.3,Thunder and the House of Magic,85
32000000,2013,126041322,6.3,This Is the End,107
35000000,2013,21819348,5.7,The Big Wedding,90
33000000,2013,9494789,6.7,The Young and Prodigious T.S. Spivet,105
30000000,2013,27437881,5.3,The Incredible Burt Wonderstone,100
25000000,2013,115922175,7.2,The Butler,132
35000000,2013,116980662,6.4,Warm Bodies,97
30000000,2013,82394288,5.8,Carrie,100
30000000,2013,63372757,6.4,Side Effects,106
30000000,2013,0,5.7,The Last Stand,107
30000000,2013,62616646,5.5,Runner Runner,91
0,2013,18074539,5.9,Dead Man Down,118
30000000,2013,17137302,6.5,Space Pirate Captain Harlock,115
28000000,2013,134402450,6.4,Last Vegas,105
28000000,2013,97594140,6.9,Safe Haven,115
28000000,2013,60700000,6.3,Kick-Ass 2,103
25000000,2013,86175291,6.1,Pain & Gain,130
28000000,2013,8555008,5.7,The Fifth Estate,128
0,2013,0,7,A Madea Christmas,100
25500000,2013,2415472,6,Blood Ties,128
25000000,2013,74188937,6.9,August: Osage County,121
13500000,2013,19255873,7.7,The Best Offer,124
25000000,2013,71009334,5,The Counselor,117
23000000,2013,47351251,7.9,Her,126
25000000,2013,6399,5.1,The Adventurer: The Curse of the Midas Box,99
26000000,2013,51164106,6.2,Delivery Man,105
22000000,2013,43058898,6.4,Homefront,100
22000000,2013,15400000,6.5,Out of the Furnace,116
22000000,2013,24000000,6,Underdogs,106
13000000,2013,318000141,7.4,The Conjuring,112
20000000,2013,187000000,7.9,12 Years a Slave,134
20000000,2013,47241945,5.3,Texas Chainsaw 3D,92
20000000,2013,78378744,4.6,Scary Movie 5,86
20000000,2013,46089287,6.7,The World's End,109
20000000,2013,16549477,5.9,Battle of the Year,110
12000000,2013,15008161,5.3,Machete Kills,107
27220000,2013,5496951,6.1,The Frozen Ground,105
0,2013,0,5.9,Firestorm,110
0,2013,76586316,7.4,The Book Thief,131
0,2013,0,5.8,Out of Inferno,107
18000000,2013,99206215,7,Blue Jasmine,98
18000000,2013,10501938,4.9,Getaway,90
18000000,2013,20275812,6.7,Labor Day,111
18000000,2013,22309223,6.7,The Railway Man,116
18000000,2013,7972967,6.7,Metallica: Through the Never,93
17500000,2013,7018189,5.8,Black Nativity,93
17000000,2013,71625195,6.7,The Best Man Holiday,123
17000000,2013,97542952,6.4,Evil Dead,91
16000000,2013,5867686,6.2,The Immigrant,117
20000000,2013,24261569,6.5,Trance,101
16000000,2013,0,6.7,Zulu,110
15000000,2013,146497771,6,Mama,100
15000000,2013,151831537,6,Bad Grandpa,92
35000000,2013,42930462,5.8,Snitch,112
15000000,2013,35485608,6.8,The Place Beyond the Pines,140
15,2013,0,5.6,Peeples,95
20000000,2013,27187375,5.8,Khumba,85
13000000,2013,48065672,5.7,21 & Over,93
13000000,2013,18000000,5.4,Admission,107
13000000,2013,68572378,6.6,The Call,94
12000000,2013,100129872,7.4,Philomena,98
12000000,2013,17654912,7.4,Nebraska,115
0,2013,87100449,7.8,About Time,123
12400000,2013,8371085,7.3,The Great Beauty,142
12000000,2013,12077441,6.5,Stoker,99
11000000,2013,32935319,7.2,Inside Llewyn Davis,105
0,2013,0,5.2,The Last Days on Mars,98
10000000,2013,21587700,7,Mud,130
10000000,2013,0,8,One Direction: This Is Us,92
6000000,2013,32438988,4.4,Movie 43,90
9500000,2013,7800000,6.4,Bad Words,88
10000000,2013,0,5.8,Cinco de Mayo: La Batalla,125
10,2013,11,6.9,Of Horses and Men,85
10,2013,10000000,4.9,Nurse 3-D,99
8500000,2013,22456509,5.6,Baggage Claim,96
0,2013,0,5.6,The Haunting in Connecticut 2: Ghosts of Georgia,101
9000000,2013,6108720,6.6,All Is Lost,106
7700000,2013,46000000,7.2,Yeh Jawaani Hai Deewani,159
0,2013,25288872,6.6,Enough Said,93
8000000,2013,63464861,7.3,Begin Again,104
0,2013,0,4.3,My Lucky Star,114
0,2013,0,5.4,Green Street Hooligans: Underground,90
0,2013,0,5.8,The Christmas Candle,100
0,2013,523511,5.8,Dom Hemingway,93
7000000,2013,1310673,6.7,Hard to Be a God,170
6500000,2013,2401510,6.5,The East,116
6000000,2013,0,5.9,Don Jon,90
5500000,2013,0,5.4,R100,100
5000000,2013,0,6.5,Insidious: Chapter 2,106
5500000,2013,99067206,7.5,Instructions Not Included,115
5000000,2013,55198285,7.9,Dallas Buyers Club,117
5000000,2013,44030246,6.3,Oculus,104
4600000,2013,23198652,7.1,The Way Way Back,103
5000000,2013,31724284,5,Spring Breakers,94
0,2013,0,4.1,Born Of War,109
4800000,2013,10337387,5.6,Only God Forgives,90
4700000,2013,0,5.6,Treading Water,92
4500000,2013,0,4.8,Hansel and Gretel Get Baked,86
5000000,2013,15179302,4.4,The Last Exorcism Part II,88
4000000,2013,0,8.1,"Guten Tag, RamÇün",119
16000000,2013,318982,6.1,Adore,100
0,2013,4037782,7.3,The Geographer Drank His Globe Away,120
1000000,2013,0,3.8,Sharknado,86
3500000,2013,0,7.9,"Batman: The Dark Knight Returns, Part 2",78
3500000,2013,0,3.3,In the Name of the King III,85
3000000,2013,89328627,6,The Purge,86
3000000,2013,11176469,7.4,Before Midnight,108
0,2013,4069826,7.2,Frances Ha,86
3000000,2013,0,5.2,Open Road,85
0,2013,0,2.9,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,80
0,2013,0,4.8,Enter the Dangerous Mind,88
2159280,2013,10700000,7.1,Ida,80
2500000,2013,60141683,5.4,A Haunted House,86
0,2013,32230907,7.1,Kevin Hart: Let Me Explain,74
2500000,2013,6854611,6.8,The Spectacular Now,95
0,2013,0,5.6,The Lost Medallion: The Adventures of Billy Stone,97
0,2013,0,5.4,Plush,98
0,2013,0,6.7,Coffee Town,87
0,2013,0,6.6,The Ghastly Love of Johnny X,106
0,2013,0,5.3,All Is Bright,107
7000000,2013,0,5.2,Straight A's,88
0,2013,0,7.8,The Square,88
0,2013,222000,5.6,ABCD (Any Body Can Dance),160
1800000,2013,0,4.2,Independence Daysaster,86
1493619,2013,0,4.9,Against the Wild,90
1000000,2013,4235151,7.3,The Lunchbox,104
0,2013,0,6,Grace Unplugged,102
1500000,2013,3566225,5.5,The To Do List,104
0,2013,0,6,Last I Heard,98
9000000,2013,0,6.4,Closer to the Moon,112
